criterio:1																																																																																																																																																																																																																															
dist:
[0	342	307	752	419	938	754	657	602	645	967	785	670	653	702	876	983	968	1366	1224	1178	1099	1267	1517	1417	1369	1685	1620	1533	1978	1865	1995	2043	2340	2223	2220	2528	2387	2575	2825	2723	2668	3078	3081	3109	3173	3319	3275	3284	3340	3403	2718	2881	2959	2319	2373	2760	2669	2921	2925	2740	3120	2090	2088	1202	1583	2356	3555	3460	2777	1921	1761	2907	2480	2139	1441	3156	1279	1928	3664	2368	1783	1737	3724	3323	2948	2533	1260	1718	3795	3572	3133	2526	2089	1717	1460	1105	3743	2906	3320	2980	2293	1462	2661	2119	3206	3231	2394	2370	1022	3716	3849	3236	2827	2502	2099	907	934	600	639	875	453	701	899	1809	930	3750	3578	3683	3806	4093	3802	3900	3757	4180	4177	4067	4048	4101	4212	4214	4256	4331	4148	4435	4492	4509	4459	4444	4486	4810	4728	4773	4527	4772	4813	4936	5259	4964	4998	4940	5215	5163	5249	5164	5173	5363	5302	5452	5525	5555	5490	5686	5557	5768	5576	5808	5997	5869	5855	5760	5874	5884	6189	6288	6245	6242	6272	6344	6368	6462	6388	6568	6485	6505	6515	6501	6517	6557	6415	6657	6852	6810	6677	6711	6599	6804	6838	6909	6934	7037	7102	7139	7545	7520	7368	7277	7419	7413	7697	1492	1278	3119	945
342	0	292	481	191	645	426	315	333	490	661	447	343	376	523	537	651	716	1046	883	836	805	945	1184	1075	1033	1356	1281	1203	1662	1529	1670	1707	2017	1888	1880	2207	2050	2240	2495	2389	2328	2768	2751	2774	2833	3008	2941	2960	3002	3061	2405	2559	2619	2056	2080	2508	2388	2673	2653	2442	2838	2015	2013	1009	1459	2487	3662	3549	2884	2067	1917	2987	2571	2242	1582	3225	1419	2010	3720	2433	1860	1815	3776	3372	2997	2584	1347	1773	3831	3600	3155	2547	2113	1746	1492	1143	3760	2876	3326	2981	2290	1436	2651	2080	3198	3224	2343	2318	1032	3802	3933	3356	2969	2663	2243	1071	1020	709	639	838	399	563	707	1506	629	3408	3241	3351	3483	3768	3461	3558	3415	3838	3835	3725	3707	3760	3872	3874	3918	3995	3817	4112	4164	4172	4120	4102	4144	4469	4387	4434	4202	4445	4481	4606	4927	4628	4656	4598	4873	4821	4908	4825	4837	5027	4975	5122	5186	5214	5148	5345	5220	5434	5247	5479	5661	5532	5516	5420	5533	5542	5847	5946	5905	5902	5934	6011	6035	6129	6050	6230	6146	6165	6175	6159	6175	6214	6073	6315	6510	6468	6335	6370	6264	6467	6500	6569	6594	6696	6760	6797	7203	7178	7026	6936	7077	7071	7355	1178	947	3107	1134
307	292	0	771	199	927	686	526	355	341	934	683	484	404	400	762	782	683	1299	1091	1015	838	1035	1415	1265	1169	1592	1491	1309	1915	1749	1909	1924	2259	2107	2080	2450	2263	2459	2721	2610	2524	3022	2980	2989	3027	3261	3157	3198	3205	3234	2658	2799	2817	2340	2351	2794	2664	2960	2933	2707	3113	2283	2281	1300	1739	2649	3843	3741	3064	2218	2060	3185	2761	2423	1735	3430	1572	2204	3933	2639	2056	2011	3991	3588	3213	2798	1535	1982	4055	3828	3386	2777	2340	1969	1712	1356	3994	3129	3564	3222	2531	1683	2896	2336	3443	3469	2604	2579	1259	3997	4129	3527	3124	2802	2395	1204	1204	873	861	1083	633	838	997	1772	907	3582	3448	3571	3720	4002	3646	3730	3567	3999	3998	3898	3885	3949	4061	4063	4121	4205	4040	4348	4392	4377	4316	4277	4305	4621	4567	4630	4434	4674	4699	4829	5146	4838	4837	4771	5039	4996	5092	5020	5044	5235	5203	5346	5381	5400	5318	5528	5425	5648	5470	5703	5865	5736	5711	5608	5719	5716	6005	6116	6092	6090	6136	6226	6250	6344	6246	6429	6337	6352	6362	6334	6340	6376	6226	6470	6672	6637	6513	6554	6473	6670	6697	6760	6784	6878	6934	6954	7361	7338	7191	7119	7254	7242	7518	1437	1185	3353	1247
752	481	771	0	619	192	214	378	641	873	239	298	498	651	878	353	630	926	642	619	652	904	915	825	823	899	976	962	1103	1238	1175	1271	1351	1607	1522	1552	1792	1694	1869	2106	2012	1996	2330	2357	2402	2497	2572	2565	2548	2649	2756	1972	2146	2279	1579	1621	2028	1920	2193	2180	1988	2370	1636	1634	558	1049	2348	3462	3327	2699	1965	1835	2764	2371	2070	1501	2984	1350	1818	3456	2204	1669	1628	3507	3104	2735	2333	1210	1557	3540	3304	2857	2261	1841	1498	1266	965	3451	2525	3007	2663	1981	1140	2326	1737	2866	2894	1979	1955	832	3575	3701	3179	2834	2562	2130	1082	930	737	551	618	422	305	292	1059	196	3098	2878	2964	3070	3358	3133	3251	3142	3547	3540	3414	3387	3423	3534	3534	3558	3623	3423	3696	3761	3807	3769	3785	3850	4187	4059	4082	3793	4040	4092	4209	4536	4253	4327	4282	4567	4500	4571	4472	4465	4653	4569	4724	4831	4875	4833	5009	4851	5050	4848	5079	5290	5162	5160	5076	5192	5220	5548	5630	5561	5556	5569	5623	5648	5742	5690	5868	5794	5820	5829	5835	5865	5910	5781	6019	6203	6151	6004	6029	5886	6097	6138	6218	6245	6357	6433	6498	6901	6873	6713	6596	6748	6748	7044	754	594	2772	1171
419	191	199	619	0	756	503	331	183	298	755	491	286	233	333	566	590	557	1108	892	817	680	857	1218	1067	978	1395	1292	1128	1722	1550	1713	1725	2063	1909	1881	2254	2064	2260	2522	2411	2326	2828	2781	2790	2829	3067	2958	3001	3006	3039	2464	2602	2619	2166	2165	2623	2482	2790	2754	2517	2929	2198	2196	1169	1634	2671	3850	3738	3071	2248	2095	3177	2760	2429	1763	3416	1599	2199	3912	2624	2049	2004	3967	3564	3188	2775	1535	1963	4022	3791	3346	2738	2304	1937	1683	1333	3951	3063	3516	3172	2480	1626	2841	2268	3387	3414	2528	2504	1223	3992	4123	3542	3152	2841	2424	1244	1206	888	829	1028	590	747	874	1584	732	3387	3250	3372	3522	3803	3449	3535	3377	3806	3805	3703	3689	3752	3863	3866	3922	4006	3841	4151	4193	4178	4118	4082	4112	4430	4372	4432	4236	4475	4500	4630	4947	4639	4641	4576	4846	4801	4896	4822	4845	5036	5004	5147	5183	5203	5124	5331	5226	5449	5271	5504	5667	5538	5513	5411	5522	5521	5813	5922	5896	5893	5937	6027	6051	6145	6048	6231	6140	6156	6165	6139	6147	6184	6036	6279	6480	6444	6318	6358	6274	6472	6499	6563	6587	6682	6740	6763	7169	7146	6998	6923	7059	7048	7326	1246	989	3296	1301
938	645	927	192	756	0	265	459	737	977	69	320	572	736	970	322	603	959	451	481	547	893	851	642	675	794	786	787	1001	1046	989	1079	1164	1415	1333	1368	1600	1505	1679	1914	1820	1811	2141	2165	2211	2310	2382	2374	2356	2459	2573	1782	1954	2092	1413	1438	1869	1743	2035	2008	1803	2193	1612	1609	504	1014	2437	3519	3375	2766	2071	1950	2814	2435	2148	1622	3024	1477	1893	3483	2256	1745	1707	3531	3131	2767	2374	1319	1626	3553	3315	2870	2284	1878	1553	1337	1067	3454	2510	3008	2666	1996	1180	2328	1736	2860	2888	1961	1937	934	3619	3743	3247	2920	2663	2230	1237	1064	907	710	728	610	449	338	871	39	2914	2687	2772	2878	3166	2946	3068	2965	3366	3358	3229	3201	3235	3346	3345	3368	3431	3231	3505	3569	3616	3579	3599	3668	4007	3871	3892	3601	3847	3899	4017	4344	4061	4139	4096	4383	4314	4383	4282	4273	4461	4377	4532	4641	4686	4647	4820	4659	4857	4656	4887	5098	4970	4969	4886	5003	5033	5365	5443	5371	5366	5377	5431	5455	5549	5499	5676	5603	5630	5639	5648	5679	5726	5598	5836	6018	5964	5815	5840	5694	5906	5947	6028	6054	6168	6245	6314	6716	6687	6526	6407	6559	6561	6858	562	418	2765	1330
754	426	686	214	503	265	0	194	472	712	253	84	309	472	705	158	419	719	620	488	482	689	711	763	691	720	932	872	919	1237	1111	1244	1289	1591	1469	1472	1781	1634	1821	2072	1968	1921	2343	2328	2355	2425	2583	2521	2535	2589	2666	1980	2133	2210	1664	1665	2122	1979	2290	2251	2022	2428	1839	1837	744	1247	2555	3676	3541	2911	2165	2031	2977	2584	2280	1695	3198	1541	2029	3670	2418	1879	1838	3721	3318	2949	2547	1412	1770	3753	3517	3070	2475	2055	1712	1478	1170	3662	2732	3218	2874	2194	1354	2537	1947	3076	3103	2185	2161	1039	3789	3916	3391	3041	2764	2332	1250	1119	890	726	823	547	503	503	1086	235	3012	2825	2929	3057	3343	3057	3163	3036	3451	3446	3329	3307	3354	3465	3466	3504	3577	3394	3686	3739	3756	3709	3704	3756	4087	3984	4022	3777	4020	4059	4182	4505	4210	4253	4201	4480	4422	4502	4413	4419	4609	4550	4699	4774	4808	4751	4940	4804	5014	4823	5055	5244	5115	5103	5012	5126	5143	5458	5549	5497	5493	5519	5590	5614	5708	5636	5816	5735	5757	5766	5759	5781	5823	5687	5928	6118	6071	5932	5964	5845	6051	6086	6159	6185	6290	6359	6409	6813	6786	6631	6530	6675	6672	6961	754	524	2981	1334
657	315	526	378	331	459	194	0	278	517	444	162	121	279	511	236	353	556	777	574	520	570	657	891	762	723	1067	975	902	1391	1228	1384	1405	1734	1587	1570	1925	1747	1940	2199	2090	2018	2498	2457	2472	2523	2736	2640	2673	2695	2746	2134	2274	2310	1850	1838	2310	2156	2478	2432	2188	2603	2013	2011	929	1426	2657	3800	3672	3028	2254	2112	3108	2706	2392	1775	3335	1615	2147	3815	2549	1996	1953	3867	3464	3092	2686	1508	1893	3906	3671	3224	2624	2198	1846	1604	1277	3821	2901	3379	3034	2349	1500	2698	2111	3240	3267	2356	2331	1151	3923	4050	3507	3143	2853	2425	1297	1197	928	797	938	581	618	668	1256	429	3094	2936	3052	3195	3478	3149	3244	3100	3523	3520	3411	3393	3449	3561	3563	3611	3691	3520	3824	3870	3866	3811	3788	3829	4153	4074	4125	3911	4151	4181	4309	4627	4324	4343	4284	4558	4508	4596	4516	4532	4722	4681	4826	4877	4903	4834	5032	4914	5132	4950	5183	5355	5226	5206	5109	5222	5228	5531	5632	5594	5591	5627	5710	5734	5828	5741	5922	5836	5854	5864	5846	5860	5899	5757	5999	6195	6154	6022	6058	5960	6161	6191	6259	6284	6384	6446	6482	6887	6863	6711	6624	6764	6757	7040	917	660	3146	1372
602	333	355	641	183	737	472	278	0	240	720	431	175	51	237	482	433	384	1027	773	679	497	681	1110	930	816	1290	1166	954	1630	1429	1606	1600	1956	1784	1743	2147	1933	2132	2399	2285	2184	2731	2659	2658	2684	2966	2827	2886	2866	2884	2366	2491	2477	2120	2092	2581	2416	2749	2694	2434	2860	2266	2264	1198	1686	2816	3983	3865	3207	2398	2248	3302	2890	2565	1913	3537	1750	2329	4026	2746	2178	2134	4081	3677	3303	2892	1672	2086	4128	3895	3449	2844	2412	2051	1801	1458	4050	3145	3611	3266	2577	1723	2933	2351	3477	3504	2604	2579	1341	4118	4248	3681	3299	2994	2573	1404	1347	1041	957	1136	719	832	922	1511	707	3232	3112	3243	3406	3683	3299	3379	3213	3646	3645	3548	3536	3604	3715	3718	3781	3868	3713	4032	4068	4038	3973	3927	3951	4266	4219	4286	4114	4351	4368	4501	4814	4501	4488	4420	4686	4646	4744	4676	4705	4897	4879	5018	5037	5052	4966	5179	5085	5313	5142	5375	5525	5396	5367	5261	5371	5365	5651	5763	5745	5743	5794	5892	5915	6010	5902	6086	5991	6005	6015	5982	5987	6022	5872	6116	6318	6285	6163	6206	6135	6329	6353	6413	6437	6529	6583	6600	7006	6984	6838	6770	6903	6890	7165	1169	894	3385	1465
645	490	341	873	298	977	712	517	240	0	959	669	412	250	65	715	609	371	1254	980	870	558	790	1321	1116	961	1500	1360	1064	1847	1624	1814	1790	2161	1973	1917	2352	2116	2317	2588	2471	2349	2941	2848	2836	2844	3175	3005	3082	3032	3025	2577	2691	2641	2355	2319	2817	2645	2986	2925	2655	3086	2485	2483	1431	1912	2961	4144	4034	3365	2534	2379	3474	3056	2723	2049	3714	1886	2495	4210	2922	2345	2301	4266	3862	3487	3073	1830	2261	4320	4089	3644	3036	2602	2236	1982	1631	4249	3356	3813	3468	2777	1922	3136	2561	3683	3710	2819	2794	1521	4289	4420	3834	3440	3124	2711	1524	1500	1177	1127	1326	888	1038	1148	1738	946	3372	3280	3423	3599	3872	3447	3515	3333	3771	3772	3685	3678	3754	3865	3869	3942	4036	3894	4223	4252	4201	4129	4065	4076	4382	4360	4440	4301	4534	4543	4679	4988	4667	4629	4554	4813	4781	4888	4829	4869	5061	5061	5194	5189	5196	5097	5320	5245	5481	5319	5552	5685	5556	5518	5406	5514	5498	5769	5892	5889	5887	5950	6060	6083	6178	6054	6239	6139	6149	6158	6114	6111	6142	5986	6231	6439	6412	6299	6346	6297	6486	6505	6559	6582	6668	6715	6716	7123	7103	6961	6908	7035	7018	7286	1396	1115	3591	1575
967	661	934	239	755	69	253	444	720	959	0	292	550	714	948	277	550	918	405	412	480	841	789	586	607	727	737	726	933	1012	936	1036	1112	1376	1284	1313	1563	1455	1632	1871	1775	1757	2112	2124	2165	2258	2353	2329	2319	2410	2517	1751	1917	2040	1411	1420	1869	1730	2037	2000	1781	2180	1665	1662	557	1066	2505	3585	3440	2833	2139	2018	2879	2502	2216	1690	3088	1545	1960	3545	2322	1813	1775	3592	3192	2829	2438	1387	1693	3612	3374	2930	2346	1941	1619	1405	1136	3512	2564	3065	2724	2056	1245	2386	1794	2916	2944	2015	1991	1003	3683	3806	3314	2988	2731	2299	1302	1132	968	773	796	662	514	406	846	44	2859	2640	2730	2842	3130	2894	3012	2906	3309	3302	3175	3148	3184	3295	3295	3320	3386	3190	3469	3530	3570	3530	3546	3612	3950	3820	3843	3564	3810	3858	3977	4303	4017	4087	4043	4328	4261	4332	4234	4228	4417	4340	4493	4593	4636	4594	4770	4614	4815	4617	4848	5053	4926	4922	4837	4954	4981	5310	5391	5322	5317	5332	5390	5414	5508	5453	5630	5556	5581	5591	5596	5626	5671	5542	5781	5964	5911	5764	5791	5651	5861	5901	5980	6006	6118	6194	6259	6662	6633	6473	6357	6508	6509	6805	525	357	2820	1394
785	447	683	298	491	320	84	162	431	669	292	0	258	422	656	93	335	645	617	440	416	606	629	739	639	647	913	835	842	1232	1083	1229	1260	1578	1441	1434	1769	1604	1794	2049	1943	1883	2339	2307	2327	2388	2578	2495	2520	2556	2622	1975	2119	2174	1690	1676	2151	1995	2319	2270	2026	2441	1915	1912	814	1320	2639	3760	3625	2995	2248	2114	3061	2668	2364	1777	3281	1622	2114	3753	2502	1963	1922	3803	3401	3032	2630	1495	1854	3834	3597	3151	2556	2138	1796	1563	1254	3742	2809	3298	2954	2274	1437	2617	2026	3154	3182	2261	2237	1123	3873	3999	3475	3125	2847	2416	1327	1200	964	806	907	618	587	584	1094	285	2968	2794	2905	3042	3326	3018	3119	2985	3403	3399	3285	3265	3316	3427	3429	3472	3548	3372	3671	3720	3726	3674	3661	3709	4037	3944	3988	3759	4001	4034	4160	4481	4182	4213	4158	4436	4380	4464	4379	4390	4580	4531	4677	4740	4770	4708	4901	4774	4988	4802	5034	5214	5085	5070	4975	5089	5101	5411	5506	5460	5457	5488	5565	5588	5683	5603	5784	5700	5720	5730	5718	5737	5778	5639	5880	6073	6028	5892	5926	5817	6021	6053	6124	6149	6252	6318	6362	6767	6741	6587	6492	6635	6630	6917	755	504	3059	1409
670	343	484	498	286	572	309	121	175	412	550	258	0	164	398	307	313	440	853	611	531	478	602	943	781	701	1122	1009	863	1458	1269	1440	1443	1789	1627	1596	1981	1780	1977	2241	2129	2040	2562	2500	2506	2543	2798	2675	2724	2721	2755	2197	2327	2333	1945	1918	2406	2241	2575	2519	2262	2685	2134	2132	1049	1547	2759	3909	3784	3136	2351	2207	3220	2815	2498	1870	3449	1709	2255	3931	2661	2104	2061	3983	3580	3207	2800	1610	2004	4023	3789	3342	2741	2314	1960	1715	1384	3940	3021	3498	3153	2467	1617	2817	2231	3359	3387	2477	2452	1260	4035	4163	3614	3244	2950	2524	1380	1294	1011	896	1048	669	731	789	1336	539	3103	2964	3089	3244	3524	3164	3251	3096	3524	3522	3419	3405	3466	3578	3580	3637	3721	3559	3872	3912	3893	3833	3798	3830	4150	4086	4146	3956	4194	4217	4347	4663	4354	4356	4292	4563	4517	4611	4537	4560	4751	4723	4864	4898	4918	4840	5046	4941	5165	4989	5222	5381	5253	5227	5126	5237	5237	5532	5638	5610	5607	5652	5743	5766	5861	5763	5945	5854	5870	5880	5855	5864	5901	5755	5998	6197	6160	6033	6073	5989	6186	6214	6277	6301	6397	6455	6482	6888	6864	6715	6638	6774	6764	7043	994	723	3266	1451
653	376	404	651	233	736	472	279	51	250	714	422	164	0	234	465	390	340	1005	741	642	446	631	1080	892	770	1260	1130	905	1603	1394	1576	1564	1924	1747	1703	2116	1896	2095	2363	2248	2143	2701	2623	2619	2642	2936	2788	2852	2825	2840	2337	2458	2435	2105	2071	2567	2396	2736	2676	2409	2838	2283	2281	1207	1700	2854	4018	3899	3242	2438	2289	3335	2925	2601	1954	3568	1791	2364	4056	2778	2213	2169	4110	3706	3332	2922	1709	2118	4155	3922	3475	2871	2441	2081	1832	1492	4075	3165	3635	3290	2602	1749	2956	2373	3500	3527	2623	2598	1373	4151	4280	3717	3338	3035	2613	1447	1385	1083	993	1166	757	858	937	1489	703	3187	3071	3205	3371	3647	3255	3333	3166	3599	3599	3503	3492	3560	3671	3675	3739	3828	3676	3997	4031	3996	3931	3882	3905	4219	4174	4243	4078	4314	4329	4463	4775	4461	4443	4375	4640	4601	4700	4633	4664	4856	4841	4979	4994	5008	4920	5135	5043	5273	5104	5337	5484	5355	5324	5217	5327	5319	5604	5717	5701	5699	5751	5852	5875	5970	5859	6043	5948	5961	5971	5937	5941	5975	5824	6068	6272	6239	6118	6161	6094	6287	6311	6370	6393	6484	6538	6553	6959	6937	6791	6725	6857	6844	7118	1147	869	3407	1510
702	523	400	878	333	970	705	511	237	65	948	656	398	234	0	694	565	306	1226	942	828	497	733	1284	1071	908	1463	1316	1005	1812	1581	1775	1745	2121	1928	1867	2312	2068	2270	2542	2424	2297	2902	2801	2786	2790	3135	2955	3037	2980	2968	2539	2648	2589	2334	2289	2796	2617	2965	2899	2622	3056	2500	2498	1435	1922	3004	4183	4071	3405	2579	2425	3510	3093	2763	2094	3748	1930	2532	4242	2956	2382	2338	4297	3893	3518	3106	1868	2295	4348	4117	3671	3064	2631	2267	2014	1665	4275	3376	3837	3493	2802	1947	3160	2582	3705	3732	2836	2812	1553	4325	4456	3875	3484	3171	2756	1572	1539	1220	1161	1354	921	1059	1158	1710	937	3315	3228	3374	3553	3826	3391	3457	3273	3712	3713	3627	3621	3698	3809	3813	3889	3984	3844	4177	4203	4147	4074	4007	4017	4321	4303	4385	4253	4485	4492	4629	4937	4615	4571	4495	4753	4723	4831	4773	4815	5007	5011	5144	5133	5139	5038	5263	5191	5429	5269	5502	5631	5502	5462	5350	5457	5439	5709	5832	5832	5830	5895	6008	6031	6125	5998	6183	6082	6091	6101	6055	6051	6082	5925	6170	6379	6353	6240	6288	6243	6431	6450	6502	6525	6610	6656	6655	7062	7042	6901	6850	6976	6959	7226	1368	1085	3613	1624
876	537	762	353	566	322	158	236	482	715	277	93	307	465	694	0	285	641	547	348	325	572	562	655	546	562	831	744	761	1157	995	1148	1172	1497	1354	1343	1689	1515	1706	1964	1856	1792	2263	2222	2239	2297	2501	2407	2437	2466	2529	1899	2038	2083	1640	1611	2102	1934	2271	2212	1957	2378	1934	1931	826	1336	2701	3811	3673	3050	2316	2184	3110	2721	2422	1849	3326	1696	2170	3792	2550	2020	1980	3841	3440	3073	2675	1562	1908	3868	3630	3185	2594	2181	1845	1617	1317	3772	2831	3326	2983	2309	1480	2646	2054	3180	3208	2282	2258	1185	3919	4044	3530	3187	2914	2482	1409	1274	1048	883	970	704	653	624	1029	284	2876	2705	2818	2959	3242	2926	3026	2892	3310	3306	3193	3173	3225	3336	3338	3382	3459	3285	3588	3634	3636	3584	3569	3616	3944	3852	3897	3675	3916	3947	4074	4394	4093	4121	4065	4343	4288	4372	4289	4301	4491	4446	4591	4649	4679	4616	4809	4684	4900	4716	4948	5125	4996	4979	4884	4997	5009	5318	5414	5369	5366	5398	5477	5501	5595	5513	5694	5609	5629	5639	5626	5644	5685	5546	5787	5980	5936	5800	5835	5729	5931	5963	6033	6058	6160	6226	6269	6674	6648	6494	6400	6543	6538	6824	688	424	3085	1492
983	651	782	630	590	603	419	353	433	609	550	335	313	390	565	285	0	404	698	385	263	291	305	725	507	389	901	751	553	1255	1015	1211	1182	1556	1365	1314	1746	1509	1710	1980	1863	1752	2338	2240	2231	2252	2570	2401	2473	2435	2452	1975	2083	2045	1818	1743	2279	2074	2448	2361	2065	2508	2214	2212	1106	1616	2973	4092	3956	3329	2580	2444	3393	3001	2698	2107	3611	1950	2448	4077	2833	2298	2257	4127	3725	3358	2959	1828	2187	4153	3915	3470	2880	2465	2127	1896	1588	4056	3113	3610	3268	2594	1764	2930	2338	3463	3491	2564	2540	1458	4203	4329	3809	3459	3180	2749	1643	1529	1276	1131	1242	927	921	909	1172	564	2800	2681	2818	2990	3264	2866	2947	2787	3217	3216	3116	3104	3171	3282	3285	3349	3438	3288	3615	3645	3606	3541	3495	3523	3840	3786	3853	3693	3928	3941	4075	4386	4071	4056	3989	4256	4214	4312	4243	4274	4466	4455	4591	4604	4620	4536	4747	4653	4883	4716	4949	5093	4964	4934	4828	4938	4934	5223	5333	5312	5310	5361	5462	5485	5580	5469	5653	5559	5572	5582	5551	5558	5594	5446	5689	5890	5855	5731	5773	5703	5897	5921	5981	6004	6097	6152	6173	6579	6557	6409	6337	6471	6459	6736	837	547	3368	1721
968	716	683	926	557	959	719	556	384	371	918	645	440	340	306	641	404	0	1101	781	647	209	459	1112	862	657	1283	1110	720	1641	1370	1583	1523	1919	1702	1621	2106	1830	2033	2309	2187	2038	2703	2567	2538	2523	2929	2706	2811	2718	2686	2344	2431	2327	2220	2137	2681	2469	2851	2757	2448	2898	2558	2556	1458	1965	3190	4347	4224	3573	2776	2628	3660	3253	2933	2292	3889	2130	2693	4371	3101	2541	2498	4423	4020	3648	3240	2042	2443	4462	4227	3780	3180	2754	2400	2155	1821	4376	3451	3933	3589	2904	2056	3252	2664	3792	3820	2904	2880	1698	4475	4603	4049	3674	3374	2950	1787	1722	1422	1326	1488	1093	1171	1219	1571	921	3031	2968	3124	3321	3587	3114	3172	2980	3420	3423	3342	3338	3422	3532	3536	3620	3720	3594	3939	3956	3879	3801	3721	3724	4025	4019	4110	4010	4238	4234	4375	4677	4349	4287	4207	4461	4435	4548	4497	4547	4739	4761	4888	4856	4855	4747	4978	4919	5164	5012	5245	5358	5229	5184	5067	5173	5149	5412	5540	5548	5547	5619	5742	5765	5859	5719	5906	5801	5807	5817	5765	5757	5787	5627	5873	6084	6060	5951	6002	5972	6156	6171	6219	6242	6322	6365	6357	6764	6745	6606	6563	6686	6666	6930	1239	949	3698	1849
